"path","lines","sha256","review_status","review_method","billing_relevant","collections_or_tables","rpcs_called_or_defined","app_state_disposition","direct_test_evidence"
"scripts/preflight-reject-rpc-staging-proof.mjs","96","577cdf99da43edc8318ed35b77a11957fbd24dcdc0e5ec5e65631b1ebe42f799","reviewed","semantic-hotspot-plus-mechanical-screen","no","organizations; sessions; customer_tabs","current_user_org_role","migration-diagnostic-or-reconstruction",""
"scripts/production-config.sample.json","56","f7b4157a90ab9185ca1597db7d921af8315dbdf735b57a06c8c340bda4b895c5","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; business_profile; stations; pricing_rules; inventory_items","","none",""
"scripts/reconcile-financial-v2-staging.mjs","154","a9232476fd888074e881cfc1ebbcdd820e20075e978581f8f7cab07bc3dd5baa","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; bills; payments; operational_events","current_user_org_role; get_financial_mutation_result","migration-diagnostic-or-reconstruction",""
"scripts/reconcile-reject-rpc-staging-proof.mjs","145","28fb2bac5c6b407247548a7ec56353157eccb936970ffb1643bef14d7a21cc36","reviewed","semantic-hotspot-plus-mechanical-screen","no","organizations; stations; sessions; customer_tabs; audit_logs; operational_events","current_user_org_role","migration-diagnostic-or-reconstruction",""
"scripts/run-financial-v2-staging-db-smoke.mjs","253","25f8689c7b5a4c95b4b1a5728ef43180a9135770de74a94f130c94ca29625eee","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; organizations; bills","commit_checkout_bill_v2; commit_financial_adjustment_v2; current_user_org_role; get_financial_mutation_result","none",""
"scripts/run-financial-v2-staging-e2e.mjs","65","cc1bcfb5b798de7601259708add37e2eac4ab562669d8d257c0543f30a1ab03d","reviewed","semantic-hotspot-plus-mechanical-screen","yes","","","none",""
"scripts/run-staging-e2e.mjs","70","16e6c828741670d0a16fc7d48a6012db8f6f9b34d280bbd89f75f817472c2dd0","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"scripts/verify-failclosed-qa.mjs","117","aa08ffb48598e1761cdb7beb51f04d9e11e93df20da7156234fdbdf73597d352","reviewed","semantic-hotspot-plus-mechanical-screen","yes","bills","","none",""
"skill.md","244","d2cfe85ef872a7b3483ab9b730053ad6c65d2a4fdd7b79494622667bd36bf172","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; sessions; customers","","none",""
"src/App.tsx","9717","c21fca0e0f35cdf4071d5aae25805d2f4d7c225ac5fbb463cefa567e57d5b914","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; sale_variants; combos; stock_movements; bills; bill_lines; payments; audit_logs; expenses","","runtime-legacy-compatibility-boundary","src/dataGateway/financialRpcClient.test.ts; src/dataGateway/dataGateway.test.ts; src/operationalSync.test.ts"
"src/backend.ts","454","dd19fd32728da659fec8ebbeca884ee1e8f8dda7a67a92912ce03268d2bf49f2","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles","","runtime-legacy-compatibility-boundary",""
"src/billing.test.ts","391","e537a98c79b1ef9ea2a763a4a5f4b672a4e63d540910859cee9ad11b3ffaef3d","reviewed","semantic-hotspot-plus-mechanical-screen","yes","bills; payments","","none","self"
"src/billing.ts","221","7959de04fc19356e0a7e8ac4bb76e124adbcb5ef71a3a1a9f6b716697b319a75","reviewed","semantic-hotspot-plus-mechanical-screen","yes","bills; payments","","none","src/billing.test.ts"
"src/businessday.test.ts","113","ae3ef61a732f68b5c7489c8c9770f71d45095b5cb971a8dcce6e9f83b563dc06","reviewed","mechanical-full-text-risk-screen","no","","","none","self"
"src/categoryImages.ts","18","3816d3b138990cd54caf9c87ba9196374eebfdd1f0ce63b244d0f1d9ad85689d","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"src/checkoutTelemetry.ts","110","e8e79764cd4563144ca20319a6eef5961da5abaa50831af5fc575cfa6375905e","reviewed","semantic-hotspot-plus-mechanical-screen","yes","","","runtime-legacy-compatibility-boundary",""
"src/cigarette.test.ts","284","5d78207063198a1d4fbf0db195e497205d2a6883adb1bff0d75959519b624444","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stations","","none","self"
"src/components/AppLoadingScreen.tsx","30","8a791d9b56ee6aaff91d7e0ea43b2f9a428f739d2d6b451feafd83cbf753f97c","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"src/components/CustomerAutocompleteFields.test.tsx","100","656062cdced071d01d6d93469e8e56fd0c672ff6e335bd42a38e25657d2dd530","reviewed","mechanical-full-text-risk-screen","no","customers","","none","self"
"src/components/CustomerAutocompleteFields.tsx","145","f290c79abb0f1364c11539e97e0e4ede862f7e05af24d49982a9f280c45cba0e","reviewed","semantic-hotspot-plus-mechanical-screen","yes","customers","","none","src/components/CustomerAutocompleteFields.test.tsx"
"src/components/LoadingOverlay.tsx","11","bea5c70c5ce8fe6eb36e05c3df5890fddfb7217369e317a56458cf0e8e4fb5b0","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"src/components/LoginScreen.tsx","54","2bd287263135e98b213708471026aee1fb006bdd28b1756e143dc7cbf25b923b","reviewed","semantic-hotspot-plus-mechanical-screen","yes","sessions","","none",""
"src/components/MetricCard.tsx","22","d4c8dd85d15c5e698c2a4599289f80c14270745f623f17128c45a60982e00a71","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"src/components/Modal.tsx","21","a04591f840da84bbe6500cdeb36ebef192bae6329c01ba027d19ff128499d50f","reviewed","semantic-hotspot-plus-mechanical-screen","yes","","","none",""
"src/components/NumericInput.test.tsx","107","196f3067136a9c2d5d6a21db515433e5af1a9e7bad1ab15c6f9427dfc0ea3aa8","reviewed","semantic-hotspot-plus-mechanical-screen","yes","","","none","self"
"src/components/NumericInput.tsx","97","bbbc0d048925d6885611105268005d0be38dbac683ebc6e747e88f599c9a9ce2","reviewed","semantic-hotspot-plus-mechanical-screen","yes","","","none","src/components/NumericInput.test.tsx"
"src/components/SellableInventoryPicker.test.tsx","126","65590ce06fd2f4282d105da0b404f6e026f36e6bef9764dd2316914a229e40c6","reviewed","mechanical-full-text-risk-screen","no","","","none","self"
"src/components/SellableInventoryPicker.tsx","118","8209f83625a15e020890289854212248990c6cf91d8066720c0bf9cfb4583062","reviewed","semantic-hotspot-plus-mechanical-screen","yes","","","none","src/components/SellableInventoryPicker.test.tsx"
"src/constants.ts","55","25e72d1a59e7e4b82f43829fd2ed45e28ccebe2ecc04d91ba628033da5ddbf46","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; customers; bills; expenses","","none",""
"src/dataGateway/adminDataPatches.test.ts","257","7666a364f16d0f4be1b7d0b4953bbcffad281f008f00095a3424747d179b1481","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; sale_variants; combos; stock_movements; bills; payments; audit_logs; expenses","","none","self"
"src/dataGateway/adminDataPatches.ts","110","95cd3aeb66191942a8c8a1f7246cba0974fdee92639330f3330e45c159058b27","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; combos; stock_movements; bills; payments; audit_logs; expenses","","runtime-legacy-compatibility-boundary","src/dataGateway/adminDataPatches.test.ts"
"src/dataGateway/adminDataRpcClient.ts","241","b8bafced31b746625a27ac91cd21e5a001e6378e28228f0510486546ef18a2b7","reviewed","semantic-hotspot-plus-mechanical-screen","no","organizations; business_profile; stations; pricing_rules; customers; inventory_items; combos; stock_movements; audit_logs; expenses","","runtime-legacy-compatibility-boundary",""
"src/dataGateway/adminInventoryConcurrencySqlContract.test.ts","81","645d4629ee9c92b3bfda7805d96fb28d040be3e44a7439e861ce97ca3c71f50f","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; organizations; inventory_items; expenses","","none","self"
"src/dataGateway/analyticsSummary.test.ts","84","d616a5a8a85f991fa5731adfc5bf9c7215c7c8c19926daa7aa4e215e98876732","reviewed","semantic-hotspot-plus-mechanical-screen","yes","bills; payments; expenses","","none","self"
"src/dataGateway/analyticsSummary.ts","211","92930160d47ea0b3e1f484979465c4c7eaba0e64ad97e1b1e83db759d17f43c9","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; sessions; customers; bills; payments; expenses","","none","src/dataGateway/analyticsSummary.test.ts"
"src/dataGateway/appStateGateway.ts","8","b5effa1878ebc610acac05af655ad477476bc21d1d6c46083f4d8e91dca5f88a","reviewed","semantic-hotspot-plus-mechanical-screen","no","","","runtime-legacy-compatibility-boundary",""
"src/dataGateway/dataGateway.test.ts","1194","41647986910227fcba9bd3a54c8fa3c22d8b211cce0b556ce66c84dd78da2599","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; organizations; business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; combos; stock_movements; bills; payments; audit_logs; expenses; operational_events","","documentation-or-test-reference","self"
"src/dataGateway/featureFlags.ts","112","1313fe0ec0777e0a0cd8b947cba17cb1f8f0a091f7b0cef1d58609ebea538f71","reviewed","semantic-hotspot-plus-mechanical-screen","yes","combos","","none",""
"src/dataGateway/financialDelta.test.ts","61","65cc361221694cdfacc88ac58c8b99664b69e302c8c478d01e12bf17fc93a678","reviewed","semantic-hotspot-plus-mechanical-screen","yes","sessions; session_pause_logs; customer_tabs; customers; inventory_items; stock_movements; bills; payments; audit_logs","","none","self"
"src/dataGateway/financialDelta.ts","58","0d126bf6f469fe58523ea654ed5bf34ce452d8bd7af791c116af0e2c62f000dc","reviewed","semantic-hotspot-plus-mechanical-screen","yes","sessions; session_pause_logs; customer_tabs; customers; inventory_items; stock_movements; bills; payments; audit_logs","","none","src/dataGateway/financialDelta.test.ts"
"src/dataGateway/financialPatches.test.ts","541","ab095ca93d66543de47da88d6f7a22f1353c08868ac9f4694cc0e1f7ebaf1f48","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; combos; stock_movements; bills; payments; audit_logs; expenses","","documentation-or-test-reference","self"
"src/dataGateway/financialPatches.ts","137","b2558527cadfb92f0c6c5a35b7795e9378c48040a7f368164dd28350cc9199bd","reviewed","semantic-hotspot-plus-mechanical-screen","yes","sessions; customer_tabs; customers; inventory_items; stock_movements; bills; payments; audit_logs","","runtime-legacy-compatibility-boundary","src/dataGateway/financialPatches.test.ts"
"src/dataGateway/financialRpcClient.test.ts","347","de2b0f2486513cd7cca4fbc32f981a5b7eff9f5f11b5871863024d4cb5a79150","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customer_tabs; customers; inventory_items; stock_movements; bills; payments; audit_logs","","documentation-or-test-reference","self"
"src/dataGateway/financialRpcClient.ts","582","ee96879ab52b34b4c7b12631ea190078b9c964a0c8e4815ca81342d5f5e26181","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customer_tabs; customers; inventory_items; stock_movements; bills; payments; audit_logs","","runtime-legacy-compatibility-boundary","src/dataGateway/financialRpcClient.test.ts"
"src/dataGateway/financialV2SqlContract.test.ts","191","87d8acfdd9a25f9b6dda5a263d4838dfe2c5525992921e71e2c098d2956a5caa","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; bills; audit_logs; financial_mutations","","documentation-or-test-reference","self"
"src/dataGateway/index.ts","147","40cbc6a9f7a7aa82dd1116080b81d3f559e6eb7e6e72a9a42a225d3e60835cb6","reviewed","semantic-hotspot-plus-mechanical-screen","yes","operational_events","","runtime-legacy-compatibility-boundary",""
"src/dataGateway/inventoryReportSummary.test.ts","77","f5c437776911f43b9584af18c6f694fd6a295783d80de8f78494efb702d754e7","reviewed","semantic-hotspot-plus-mechanical-screen","yes","bills","","none","self"
"src/dataGateway/inventoryReportSummary.ts","172","58e42a715f081d498e31986fa83a4f1233b64a4360b9b22686e2516bd692fdc4","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; bills","","none","src/dataGateway/inventoryReportSummary.test.ts"
"src/dataGateway/normalizedBillRegister.test.ts","413","05718f89f77778fe277a8c6a9df2b07a4a5000658c8c29cf5d49076fc88a63a4","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; sessions; customers; combos; bills; bill_lines; payments","","none","self"
"src/dataGateway/normalizedBillRegister.ts","709","31b8cc6111f08582aa9f1a71d116896f0ed60d39b2cc9e90e1a4278f8006da3a","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; sessions; customers; combos; bills; bill_lines; payments","","none","src/dataGateway/normalizedBillRegister.test.ts"
"src/dataGateway/normalizedCustomerSearch.test.ts","114","6e9edbc19da0e627fcfd652628f2d3606b31535fef22e8997f556ff2dc271c77","reviewed","semantic-hotspot-plus-mechanical-screen","yes","sessions; bills","","none","self"
"src/dataGateway/normalizedCustomerSearch.ts","320","4c9a2c73d704388d3b566e3bfb434646f9c1df7bef36b96770d7eb1e945b8baf","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customer_tabs; customers; bills; payments","","none","src/dataGateway/normalizedCustomerSearch.test.ts"
"src/dataGateway/normalizedGateway.ts","501","23eec724bba8ee22b5afe26e6b0ef776cfe37c2dea8b443b129ab01d11e0431b","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; stations; sessions; session_pause_logs; customer_tabs; customers; stock_movements; bills; payments; audit_logs; expenses; operational_events","","runtime-legacy-compatibility-boundary",""
"src/dataGateway/normalizedOrganization.test.ts","58","6d443ef765146cf05d502db008cac3a5eb3a5a76e91d43874686590baa2457fc","reviewed","semantic-hotspot-plus-mechanical-screen","no","organizations","","none","self"
"src/dataGateway/normalizedOrganization.ts","82","a3d9138ccd89cd2dd3fb7fff8e9e6f3f7149ca35ba1bd7de5c7b331aa2ef199f","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations","","none","src/dataGateway/normalizedOrganization.test.ts"
"src/dataGateway/normalizedReads.test.ts","645","aa6f131fbab316dc5218148baec49d5929c023d1f0a05a82dc3ca81d736df1c9","reviewed","semantic-hotspot-plus-mechanical-screen","yes","business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; sale_variants; combos; bills","","none","self"
"src/dataGateway/normalizedReads.ts","1623","904a6854ec859a5006eaf9c4e1e18a3d002c3df862d0d7492bf59514c8b00ffe","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; sale_variants; combos; stock_movements; bills; payments; audit_logs; expenses","","none","src/dataGateway/normalizedReads.test.ts"
"src/dataGateway/normalizedRealtime.ts","322","52309d9e131a5965faad31de159adc2d09805e9730fdb13ae7b7b4e0ec368ac7","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; sale_variants; combos; stock_movements; bills; bill_lines; payments; audit_logs; operational_events","","runtime-legacy-compatibility-boundary",""
"src/dataGateway/normalizedReports.test.ts","271","4c550243aab446e85832fbcb99e30dc5f9827dcd6656a176b34bae4499d2eb69","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stations; sessions; customers; combos; bills; bill_lines; payments; expenses","","none","self"
"src/dataGateway/normalizedReports.ts","641","18c2dbab76d5e12e14b62c53ea2492f9e4980f780286ee7bb5434747b9844ab4","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; sessions; customer_tabs; customers; combos; bills; bill_lines; payments; expenses","","none","src/dataGateway/normalizedReports.test.ts"
"src/dataGateway/operationalSqlContract.test.ts","79","d8ad1797e6ddf7e3593a081da7a7acc7f80ee7d0fc6073c85e490fbf9026df33","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; sessions; customer_tabs; bills; operational_events","","documentation-or-test-reference","self"
"src/dataGateway/rpcClient.test.ts","342","86715078b9cc2fd3a66d18e6e526c4971e3fd07cac6dcc3a6b8fa27e2e1fa07b","reviewed","semantic-hotspot-plus-mechanical-screen","yes","organizations; stations; sessions; customer_tabs","","documentation-or-test-reference","self"
"src/dataGateway/rpcClient.ts","252","9d9023404d4055c40d8981d20515b945b8401c7874cd0354e2c032746a21f8b5","reviewed","semantic-hotspot-plus-mechanical-screen","no","organizations","","runtime-legacy-compatibility-boundary","src/dataGateway/rpcClient.test.ts"
"src/dataGateway/types.ts","191","8d1932fe503e50197c39e8abf96f2d22f45961d6efb1bedff99136907a181396","reviewed","semantic-hotspot-plus-mechanical-screen","yes","business_profile; stations; pricing_rules; sessions; customer_tabs; customers; inventory_items; combos; stock_movements; bills; payments; audit_logs; expenses","","runtime-legacy-compatibility-boundary",""
"src/ErrorBoundary.tsx","55","116405adfa98884afd72042651220938e202e9bdf682fc15b68f77c55cf72743","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"src/exporters.test.ts","14","24850386f8a795ddd81c6b7be1ae23fd048759db48399d22ba10ddbea67bec1b","reviewed","semantic-hotspot-plus-mechanical-screen","yes","","","none","self"
"src/exporters.ts","482","45152a35f59ec316e969eedc5be663cd04d52ba82e39fe9a4f35a851ab668785","reviewed","semantic-hotspot-plus-mechanical-screen","yes","business_profile; bills; bill_lines","","none","src/exporters.test.ts"
"src/hooks/useAppSync.test.tsx","399","7e52319e8ce6173cd003e399d68642df6e7bbc57afa9ef2a4b143392e7381f80","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; combos; stock_movements; bills; payments; audit_logs; expenses","","documentation-or-test-reference","self"
"src/hooks/useAppSync.ts","292","9356112823cdcde18ccb4fc27b6e9deb971419bfd11d6fbfc6affc1784b27054","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles","","none",""
"src/hooks/useClock.ts","15","c15ec9ba184e9591aaa7051d2b6d9071f2dad74186445cb87753f41a2b364330","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"src/inventoryArchive.test.ts","185","06b912b7b21aa1ac0b62fac6d48080130947e2ffad809a157871f6628c566a33","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stations; sessions; inventory_items; sale_variants; bills","","none","self"
"src/main.tsx","13","dca0809a9fe62ca06638559665eb0e1e974176f3ffe86676d2baf755c477a9ce","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"src/normalizedReadCutoverContract.test.ts","57","2b19d702fe1ace4148981d8595af6fac6ac3a32eca7640d9eda1e02f7bb7fe0b","reviewed","semantic-hotspot-plus-mechanical-screen","yes","bills; payments","","none","self"
"src/operationalSync.test.ts","1376","ed1075a16a29ccf832e056bb9b4158116deccba0ac6c9e35f4f1162f9abf23f4","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; sale_variants; combos; stock_movements; bills; payments; audit_logs; expenses","","none","self"
"src/operationalSync.ts","1115","09ab80ae977ab2c17ee1e44fa108af0f45864b224d4ab04076252d80d59938e5","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stations; sessions; session_pause_logs; customer_tabs; customers; inventory_items; stock_movements; bills; audit_logs","","none","src/operationalSync.test.ts"
"src/panels/BillRegisterPanel.test.tsx","112","c6fa8e724dd05c484b0da9d1f79a226c6bb8edbe534e0727e35c28e1e9139fdc","reviewed","semantic-hotspot-plus-mechanical-screen","yes","business_profile; stations; bills","","none","self"
"src/panels/BillRegisterPanel.tsx","702","2966f5ddea2f5022ef5d13f07a523da01b23d7be9b0d46b245993e5ede69895c","reviewed","semantic-hotspot-plus-mechanical-screen","yes","business_profile; stations; bills","","none","src/panels/BillRegisterPanel.test.tsx"
"src/panels/CustomersPanel.test.tsx","67","0ece0b0db99b8e55c1771a719fea1d37a73aac07d967a89f934fda9d68ee57e6","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stations","","none","self"
"src/panels/CustomersPanel.tsx","355","972f15b13b0c1ddf74a94d47ca4bbbb0c90bc2285fe49241a4b9e88cf88d4152","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; stations; customers; bills","","none","src/panels/CustomersPanel.test.tsx"
"src/panels/DashboardPanel.tsx","534","d807bb424af3991be1e292f55e0e3c51dd9f3ffb25cf7d93003b820173705b0f","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stations; sessions; session_pause_logs; customer_tabs; customers; inventory_items; combos; bills; audit_logs","","none",""
"src/panels/InventoryPanel.test.tsx","109","3af1d52058a9b1e9dcad03c3c65e1be2accd2c8ec460e5aeb9904757e8bcf3cd","reviewed","mechanical-full-text-risk-screen","no","stations; inventory_items; combos; stock_movements","","none","self"
"src/panels/InventoryPanel.tsx","1222","2e04d768ee580b6a1d4b82e8a9882eecb07f1d47cc5337ee45b2fe0b8244b2e8","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stations; sessions; inventory_items; sale_variants; combos; stock_movements; bills","","none","src/panels/InventoryPanel.test.tsx"
"src/panels/ReportsPanel.test.tsx","134","86db1ce0a7aed7e9606c31c88f62dd50d44c5615708d5293e424a151a66b1d17","reviewed","semantic-hotspot-plus-mechanical-screen","yes","business_profile; stations","","none","self"
"src/panels/ReportsPanel.tsx","770","b6980695188c70ede5cf91c8c08b47ef999c010af6c13bfbe628ac3bd083df34","reviewed","semantic-hotspot-plus-mechanical-screen","yes","business_profile; stations; bills; expenses","","none","src/panels/ReportsPanel.test.tsx"
"src/panels/SalePanel.tsx","506","18611e28723cf4828cda5b8bf46fadb42c378388c311e2d18625623c7b588685","reviewed","semantic-hotspot-plus-mechanical-screen","yes","sessions; customer_tabs; customers; inventory_items; combos","","none",""
"src/panels/SettingsPanel.tsx","266","2dbf21dee5068fd7c26c4d4b7507284ad2685cf1eb95309ae6797e04f5955415","reviewed","semantic-hotspot-plus-mechanical-screen","yes","business_profile; stations; pricing_rules","","none",""
"src/panels/UsersPanel.tsx","233","a10645ae359ad72b6f4026d3401edeaf97e8b8ec9a3dafa76c008de1c095b7e8","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles","","none",""
"src/pricing.test.ts","220","2e7f7f6cf0ddd0169a12762d38db5156bdc04b567fa02d8e16ff9e84e822c3a1","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stations; sessions; customers; bills","","none","self"
"src/pricing.ts","110","d1fb181c86c4261f6898d3383604b1c7fb84d70b14512482a10cc901b918749d","reviewed","semantic-hotspot-plus-mechanical-screen","yes","sessions","","none","src/pricing.test.ts"
"src/qa/normalizedReadFailure.test.ts","47","a9ab0b298aa4005b3a19bc1f8a93422b4c4698ba0275c351c54dd3dffea89980","reviewed","mechanical-full-text-risk-screen","no","customers","","none","self"
"src/qa/normalizedReadFailure.ts","81","2314771a91ac5ff3ab615e084dd433d550e85b59157a5cb134e23f24a0cba38b","reviewed","semantic-hotspot-plus-mechanical-screen","yes","customers; bills","","none","src/qa/normalizedReadFailure.test.ts"
"src/qa/normalizedReadFailureContract.test.ts","42","843f936e6413ce10daad1ef979e809db9470e11ebcda5c3e4b61e2391ac30566","reviewed","semantic-hotspot-plus-mechanical-screen","yes","customers","","none","self"
"src/qa/playwrightStagingHarnessContract.test.ts","527","a9a988871d04bd447d382ea935937ef8751dec6c76a92e399942cef99841c210","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; sessions; customer_tabs; customers; bills; bill_lines; payments","commit_checkout_bill_v2; edit_pause_log; get_financial_mutation_result; hop_session; link_customer_tab_continuation; record_session_audit; reject_; start_session","documentation-or-test-reference","self"
"src/saleVariants.test.ts","217","c74157d0f10465395145041b15011a4e86148722c6fae4d7bbf3a032a990c3f8","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stations; sale_variants; bills; bill_lines","","none","self"
"src/storage.test.ts","114","6ed51b735a854867bb1027562e7ee1331e71e7bb192a40de0b9758c69b726b5a","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; combos; stock_movements; bills; payments; audit_logs; expenses","","none","self"
"src/storage.ts","179","a73b4f23288fe23d326fe7c7014e236f222a915e7b6c9b1fe90d61192949fc42","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; sale_variants; combos; stock_movements; bills; payments; audit_logs; expenses","","none","src/storage.test.ts"
"src/styles.css","3091","cb2c60402036d0dfdf885ed260dcc7da4c9cd015415c15c5ce8f3ca0c839b166","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; bills; expenses","","none",""
"src/syncTelemetry.test.ts","150","2a0ce6c0e21628ab665e0534e4cb0a69591633713e3765220e472b37053c151e","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; sessions; customer_tabs; inventory_items; bills; payments; audit_logs","","documentation-or-test-reference","self"
"src/syncTelemetry.ts","286","65e1a312909e034204cf651d5185b11f824c59637c8afac0aaaef58620d90ef0","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; combos; stock_movements; bills; payments; audit_logs; expenses","","runtime-legacy-compatibility-boundary","src/syncTelemetry.test.ts"
"src/test/setup.ts","1","832a7bbd100b2f7248c86069018e38258621b35ed7834e7a89e4a6bebde3ba31","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"src/types.ts","643","1b72f996051af404e86fe06792396671d189cb774080805a3322aa5360317b00","reviewed","semantic-hotspot-plus-mechanical-screen","yes","users/profiles; business_profile; stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; sale_variants; combos; stock_movements; bills; bill_lines; payments; audit_logs; expenses","","none",""
"src/utils.test.ts","1715","aedd1c60b1cbb1a510b97d4efcdef65b44015f16e168a988dc5b44842bf1b4ea","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stations; sessions; customer_tabs; customers; combos; bills; bill_lines; payments; expenses","","none","self"
"src/utils.ts","1511","1d19e539fde22dfa031f3fdf1f3e320974b5c1afd4f1daf8d09dab7b8b874fc3","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stations; sessions; customer_tabs; customers; inventory_items; sale_variants; combos; stock_movements; bills; bill_lines; payments; audit_logs; expenses","","none","src/utils.test.ts"
"src/vite-env.d.ts","26","64b1664e45b4e6f2c63570710d894fe30042b8895129e94f3b47e34643275826","reviewed","semantic-hotspot-plus-mechanical-screen","yes","combos","","none",""
"supabase/add-app-state-version.sql","16","1cf736fa47a06c43072cc6b6af5a73e75087df02de99be07320ca15d20ae5198","reviewed","semantic-hotspot-plus-mechanical-screen","no","","","schema-or-realtime-compatibility",""
"supabase/app-state-baseline.sql","27","414dac65d1807e529e629f54d5e89a9e29398729e63459e7a6bb38a6ab87ecc2","reviewed","semantic-hotspot-plus-mechanical-screen","yes","stations; pricing_rules; sessions; session_pause_logs; customer_tabs; customers; inventory_items; combos; stock_movements; bills; payments; audit_logs; expenses","","migration-diagnostic-or-reconstruction",""
"supabase/config.toml","14","511d29301e6616284dd6814c5cff2fcd2c83b7f081e99392e49d5434ff605e44","reviewed","mechanical-full-text-risk-screen","no","","","none",""
"supabase/fix-rls-recursion.sql","69","7667c1cbb5da62ba0d37d4f82973dce075057a9826c3e75eedcda9376c482938","reviewed","semantic-hotspot-plus-mechanical-screen","no","users/profiles","current_profile_is_active; current_profile_role","schema-or-realtime-compatibility",""
